Column1;year;category;prize;prize_share;laureate_id;laureate_type;full_name;birth_date;birth_city;birth_country;sex;organization_name;organization_city;organization_country;death_date;death_city;death_country;usa_born_winner;decade;female;age;age_group
663;1996;Chemistry;The Nobel Prize in Chemistry 1996;01.03.2026;285;Individual;Sir Harold W. Kroto;1939-10-07;Wisbech;United Kingdom;Male;University of Sussex;Brighton;United Kingdom;30.04.2016;Lewes, East Sussex;United Kingdom;ÀŒ∆‹;1990;ÀŒ∆‹;57.0;Adult
664;1996;Chemistry;The Nobel Prize in Chemistry 1996;01.03.2026;286;Individual;Richard E. Smalley;1943-06-06;Akron, OH;United States of America;Male;Rice University;Houston, TX;United States of America;28.10.2005;Houston, TX;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;53.0;Adult
665;1996;Economics;The Sveriges Riksbank Prize in Economic Sciences 1996;01.02.2026;715;Individual;James A. Mirrlees;1936-07-05;Minnigaff;Scotland;Male;University of Cambridge;Cambridge;United Kingdom;;;;ÀŒ∆‹;1990;ÀŒ∆‹;60.0;Adult
666;1996;Economics;The Sveriges Riksbank Prize in Economic Sciences 1996;01.02.2026;716;Individual;William Vickrey;1914-06-21;Victoria, BC;Canada;Male;Columbia University;New York, NY;United States of America;11.10.1996;Harrison, NY;United States of America;ÀŒ∆‹;1990;ÀŒ∆‹;82.0;Senior
667;1996;Literature;The Nobel Prize in Literature 1996;01.01.2026;673;Individual;Wislawa Szymborska;1923-07-02;Bnin (K?rnik);Poland;Female;;;;01.02.2012;Krak?w;Poland;ÀŒ∆‹;1990;»—“»Õ¿;73.0;Senior
668;1996;Medicine;The Nobel Prize in Physiology or Medicine 1996;01.02.2026;455;Individual;Peter C. Doherty;1940-10-15;Brisbane;Australia;Male;St. Jude Children's Research Hospital;Memphis, TN;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;56.0;Adult
669;1996;Medicine;The Nobel Prize in Physiology or Medicine 1996;01.02.2026;456;Individual;Rolf M. Zinkernagel;1944-01-06;Basel;Switzerland;Male;University of Zurich, Institute of Experimental Immunology;Zurich;Switzerland;;;;ÀŒ∆‹;1990;ÀŒ∆‹;52.0;Adult
670;1996;Peace;The Nobel Peace Prize 1996;01.02.2026;562;Individual;Carlos Filipe Ximenes Belo;1948-02-03;Wailacama;East Timor;Male;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;48.0;Adult
671;1996;Peace;The Nobel Peace Prize 1996;01.02.2026;563;Individual;Jos? Ramos-Horta;1949-12-26;Dili;East Timor;Male;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;47.0;Adult
672;1996;Physics;The Nobel Prize in Physics 1996;01.03.2026;149;Individual;David M. Lee;1931-01-20;Rye, NY;United States of America;Male;Cornell University;Ithaca, NY;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;65.0;Senior
673;1996;Physics;The Nobel Prize in Physics 1996;01.03.2026;150;Individual;Douglas D. Osheroff;1945-08-01;Aberdeen, WA;United States of America;Male;Stanford University;Stanford, CA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;51.0;Adult
674;1996;Physics;The Nobel Prize in Physics 1996;01.03.2026;151;Individual;Robert C. Richardson;1937-06-26;Washington, DC;United States of America;Male;Cornell University;Ithaca, NY;United States of America;19.02.2013;Ithaca, NY;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;59.0;Adult
675;1997;Chemistry;The Nobel Prize in Chemistry 1997;01.04.2026;287;Individual;Paul D. Boyer;1918-07-31;Provo, UT;United States of America;Male;University of California;Los Angeles, CA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;79.0;Senior
676;1997;Chemistry;The Nobel Prize in Chemistry 1997;01.04.2026;288;Individual;John E. Walker;1941-01-07;Halifax;United Kingdom;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;;;;ÀŒ∆‹;1990;ÀŒ∆‹;56.0;Adult
677;1997;Chemistry;The Nobel Prize in Chemistry 1997;01.02.2026;289;Individual;Jens C. Skou;1918-10-08;Lemvig;Denmark;Male;Aarhus University;Aarhus;Denmark;;;;ÀŒ∆‹;1990;ÀŒ∆‹;79.0;Senior
678;1997;Economics;The Sveriges Riksbank Prize in Economic Sciences 1997;01.02.2026;717;Individual;Robert C. Merton;1944-07-31;New York, NY;United States of America;Male;Harvard University;Cambridge, MA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;53.0;Adult
679;1997;Economics;The Sveriges Riksbank Prize in Economic Sciences 1997;01.02.2026;718;Individual;Myron S. Scholes;1941-07-01;Timmins, ON;Canada;Male;Long Term Capital Management;Greenwich, CT;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;56.0;Adult
680;1997;Literature;The Nobel Prize in Literature 1997;01.01.2026;674;Individual;Dario Fo;1926-03-24;Leggiuno-Sangiano;Italy;Male;;;;13.10.2016;Milano;Italy;ÀŒ∆‹;1990;ÀŒ∆‹;71.0;Senior
681;1997;Medicine;The Nobel Prize in Physiology or Medicine 1997;01.01.2026;457;Individual;Stanley B. Prusiner;1942-05-28;Des Moines, IA;United States of America;Male;University of California School of Medicine;San Francisco, CA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;55.0;Adult
682;1997;Peace;The Nobel Peace Prize 1997;01.02.2026;564;Organization;International Campaign to Ban Landmines (ICBL);;;;;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;;Senior
683;1997;Peace;The Nobel Peace Prize 1997;01.02.2026;565;Individual;Jody Williams;1950-10-09;Putney, VT;United States of America;Female;;;;;;;»—“»Õ¿;1990;»—“»Õ¿;47.0;Adult
684;1997;Physics;The Nobel Prize in Physics 1997;01.03.2026;152;Individual;Steven Chu;1948-02-28;St. Louis, MO;United States of America;Male;Stanford University;Stanford, CA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;49.0;Adult
685;1997;Physics;The Nobel Prize in Physics 1997;01.03.2026;153;Individual;Claude Cohen-Tannoudji;1933-04-01;Constantine;French Algeria (Algeria);Male;Coll?ge de France;Paris;France;;;;ÀŒ∆‹;1990;ÀŒ∆‹;64.0;Adult
686;1997;Physics;The Nobel Prize in Physics 1997;01.03.2026;154;Individual;William D. Phillips;1948-11-05;Wilkes-Barre, PA;United States of America;Male;National Institute of Standards and Technology;Gaithersburg, MD;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;49.0;Adult
687;1998;Chemistry;The Nobel Prize in Chemistry 1998;01.02.2026;290;Individual;Walter Kohn;1923-03-09;Vienna;Austria;Male;University of California;Santa Barbara, CA;United States of America;19.04.2016;Santa Barbara, CA;United States of America;ÀŒ∆‹;1990;ÀŒ∆‹;75.0;Senior
688;1998;Chemistry;The Nobel Prize in Chemistry 1998;01.02.2026;291;Individual;John A. Pople;1925-10-31;Burnham-on-Sea;United Kingdom;Male;Northwestern University;Evanston, IL;United States of America;15.03.2004;Chicago, IL;United States of America;ÀŒ∆‹;1990;ÀŒ∆‹;73.0;Senior
689;1998;Economics;The Sveriges Riksbank Prize in Economic Sciences 1998;01.01.2026;719;Individual;Amartya Sen;1933-11-03;Santiniketan;India;Male;Trinity College;Cambridge;United Kingdom;;;;ÀŒ∆‹;1990;ÀŒ∆‹;65.0;Senior
690;1998;Literature;The Nobel Prize in Literature 1998;01.01.2026;675;Individual;Jos? Saramago;1922-11-16;Azinhaga;Portugal;Male;;;;18.06.2010;Lanzarote;Spain;ÀŒ∆‹;1990;ÀŒ∆‹;76.0;Senior
691;1998;Medicine;The Nobel Prize in Physiology or Medicine 1998;01.03.2026;458;Individual;Robert F. Furchgott;1916-06-04;Charleston, SC;United States of America;Male;SUNY Health Science Center;Brooklyn, NY;United States of America;19.05.2009;Seattle, WA;United States of America;»—“»Õ¿;1990;ÀŒ∆‹;82.0;Senior
692;1998;Medicine;The Nobel Prize in Physiology or Medicine 1998;01.03.2026;459;Individual;Louis J. Ignarro;1941-05-31;Brooklyn, NY;United States of America;Male;University of California School of Medicine;Los Angeles, CA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;57.0;Adult
693;1998;Medicine;The Nobel Prize in Physiology or Medicine 1998;01.03.2026;460;Individual;Ferid Murad;1936-09-14;Whiting, IN;United States of America;Male;University of Texas Medical School at Houston;Houston, TX;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;62.0;Adult
694;1998;Peace;The Nobel Peace Prize 1998;01.02.2026;566;Individual;John Hume;1937-01-18;Londonderry;Northern Ireland;Male;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;61.0;Adult
695;1998;Peace;The Nobel Peace Prize 1998;01.02.2026;567;Individual;David Trimble;1944-10-15;Belfast;Northern Ireland;Male;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;54.0;Adult
696;1998;Physics;The Nobel Prize in Physics 1998;01.03.2026;155;Individual;Robert B. Laughlin;1950-11-01;Visalia, CA;United States of America;Male;Stanford University;Stanford, CA;United States of America;;;;»—“»Õ¿;1990;ÀŒ∆‹;48.0;Adult
697;1998;Physics;The Nobel Prize in Physics 1998;01.03.2026;156;Individual;Horst L. St?rmer;1949-04-06;Frankfurt-on-the-Main;West Germany (Germany);Male;Columbia University;New York, NY;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;49.0;Adult
698;1998;Physics;The Nobel Prize in Physics 1998;01.03.2026;157;Individual;Daniel C. Tsui;1939-02-28;Henan;China;Male;Princeton University;Princeton, NJ;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;59.0;Adult
699;1999;Chemistry;The Nobel Prize in Chemistry 1999;01.01.2026;292;Individual;Ahmed H. Zewail;1946-02-26;Damanhur;Egypt;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;02.08.2016;;;ÀŒ∆‹;1990;ÀŒ∆‹;53.0;Adult
700;1999;Economics;The Sveriges Riksbank Prize in Economic Sciences 1999;01.01.2026;720;Individual;Robert A. Mundell;1932-10-24;Kingston, ON;Canada;Male;Columbia University;New York, NY;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;67.0;Senior
701;1999;Literature;The Nobel Prize in Literature 1999;01.01.2026;676;Individual;G?nter Grass;1927-10-16;Danzig (Gdansk);Free City of Danzig (Poland);Male;;;;13.04.2015;L?beck;Germany;ÀŒ∆‹;1990;ÀŒ∆‹;72.0;Senior
702;1999;Medicine;The Nobel Prize in Physiology or Medicine 1999;01.01.2026;461;Individual;G?nter Blobel;1936-05-21;Waltersdorf (Niegoslawice);Germany (Poland);Male;Rockefeller University;New York, NY;United States of America;;;;ÀŒ∆‹;1990;ÀŒ∆‹;63.0;Adult
703;1999;Peace;The Nobel Peace Prize 1999;01.01.2026;568;Organization;M?decins Sans Fronti?res;;;;;;;;;;;ÀŒ∆‹;1990;ÀŒ∆‹;;Senior
704;1999;Physics;The Nobel Prize in Physics 1999;01.02.2026;158;Individual;Gerardus 't Hooft;1946-07-05;Den Helder;Netherlands;Male;Utrecht University;Utrecht;Netherlands;;;;ÀŒ∆‹;1990;ÀŒ∆‹;53.0;Adult
705;1999;Physics;The Nobel Prize in Physics 1999;01.02.2026;159;Individual;Martinus J.G. Veltman;1931-06-27;Waalwijk;Netherlands;Male;;Bilthoven;Netherlands;;;;ÀŒ∆‹;1990;ÀŒ∆‹;68.0;Senior
706;2000;Chemistry;The Nobel Prize in Chemistry 2000;01.03.2026;729;Individual;Alan J. Heeger;1936-01-22;Sioux City, IA;United States of America;Male;University of California;Santa Barbara, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;64.0;Adult
707;2000;Chemistry;The Nobel Prize in Chemistry 2000;01.03.2026;730;Individual;Alan G. MacDiarmid;1927-04-14;Masterton;New Zealand;Male;University of Pennsylvania;Philadelphia, PA;United States of America;07.02.2007;Drexel Hill, PA;United States of America;ÀŒ∆‹;2000;ÀŒ∆‹;73.0;Senior
708;2000;Chemistry;The Nobel Prize in Chemistry 2000;01.03.2026;731;Individual;Hideki Shirakawa;1936-08-20;Tokyo;Japan;Male;University of Tsukuba;Tokyo;Japan;;;;ÀŒ∆‹;2000;ÀŒ∆‹;64.0;Adult
709;2000;Economics;The Sveriges Riksbank Prize in Economic Sciences 2000;01.02.2026;732;Individual;James J. Heckman;1944-04-19;Chicago, IL;United States of America;Male;University of Chicago;Chicago, IL;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;56.0;Adult
710;2000;Economics;The Sveriges Riksbank Prize in Economic Sciences 2000;01.02.2026;733;Individual;Daniel L. McFadden;1937-07-29;Raleigh, NC;United States of America;Male;University of California;Berkeley, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;63.0;Adult
711;2000;Literature;The Nobel Prize in Literature 2000;01.01.2026;734;Individual;Gao Xingjian;1940-01-04;Ganzhou;China;Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;60.0;Adult
712;2000;Medicine;The Nobel Prize in Physiology or Medicine 2000;01.03.2026;722;Individual;Arvid Carlsson;1923-01-25;Uppsala;Sweden;Male;G?teborg University;Gothenburg;Sweden;;;;ÀŒ∆‹;2000;ÀŒ∆‹;77.0;Senior
713;2000;Medicine;The Nobel Prize in Physiology or Medicine 2000;01.03.2026;723;Individual;Paul Greengard;1925-12-11;New York, NY;United States of America;Male;Rockefeller University;New York, NY;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;75.0;Senior
714;2000;Medicine;The Nobel Prize in Physiology or Medicine 2000;01.03.2026;724;Individual;Eric R. Kandel;1929-11-07;Vienna;Austria;Male;Columbia University;New York, NY;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;71.0;Senior
715;2000;Peace;The Nobel Peace Prize 2000;01.01.2026;725;Individual;Kim Dae-jung;1925-12-03;Mokpo;Korea (South Korea);Male;;;;18.08.2009;;;ÀŒ∆‹;2000;ÀŒ∆‹;75.0;Senior
716;2000;Physics;The Nobel Prize in Physics 2000;01.04.2026;726;Individual;Zhores I. Alferov;1930-03-15;Vitebsk, Belorussia;Union of Soviet Socialist Republics (Belarus);Male;A.F. Ioffe Physico-Technical Institute;St. Petersburg;Russia;;;;ÀŒ∆‹;2000;ÀŒ∆‹;70.0;Senior
717;2000;Physics;The Nobel Prize in Physics 2000;01.04.2026;727;Individual;Herbert Kroemer;1928-08-25;Weimar;Germany;Male;University of California;Santa Barbara, CA;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;72.0;Senior
718;2000;Physics;The Nobel Prize in Physics 2000;01.02.2026;728;Individual;Jack S. Kilby;1923-11-08;Jefferson City, MO;United States of America;Male;Texas Instruments;Dallas, TX;United States of America;20.06.2005;Dallas, TX;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;77.0;Senior
719;2001;Chemistry;The Nobel Prize in Chemistry 2001;01.04.2026;741;Individual;William S. Knowles;1917-06-01;Taunton, MA;United States of America;Male;;St. Louis, MO;United States of America;13.06.2012;Chesterfield, MO;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;84.0;Senior
720;2001;Chemistry;The Nobel Prize in Chemistry 2001;01.04.2026;742;Individual;Ryoji Noyori;1938-09-03;Kobe;Japan;Male;Nagoya University;Nagoya;Japan;;;;ÀŒ∆‹;2000;ÀŒ∆‹;63.0;Adult
721;2001;Chemistry;The Nobel Prize in Chemistry 2001;01.02.2026;743;Individual;K. Barry Sharpless;1941-04-28;Philadelphia, PA;United States of America;Male;The Scripps Research Institute;La Jolla, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;60.0;Adult
722;2001;Economics;The Sveriges Riksbank Prize in Economic Sciences 2001;01.03.2026;744;Individual;George A. Akerlof;1940-06-17;New Haven, CT;United States of America;Male;University of California;Berkeley, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;61.0;Adult
723;2001;Economics;The Sveriges Riksbank Prize in Economic Sciences 2001;01.03.2026;745;Individual;A. Michael Spence;1943-01-01;Montclair, NJ;United States of America;Male;Stanford University;Stanford, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;58.0;Adult
724;2001;Economics;The Sveriges Riksbank Prize in Economic Sciences 2001;01.03.2026;746;Individual;Joseph E. Stiglitz;1943-02-09;Gary, IN;United States of America;Male;Columbia University;New York, NY;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;58.0;Adult
725;2001;Literature;The Nobel Prize in Literature 2001;01.01.2026;747;Individual;Sir Vidiadhar Surajprasad Naipaul;1932-08-17;;Trinidad;Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;69.0;Senior
726;2001;Medicine;The Nobel Prize in Physiology or Medicine 2001;01.03.2026;735;Individual;Leland H. Hartwell;1939-10-30;Los Angeles, CA;United States of America;Male;Fred Hutchinson Cancer Research Center;Seattle, WA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;62.0;Adult
727;2001;Medicine;The Nobel Prize in Physiology or Medicine 2001;01.03.2026;736;Individual;Tim Hunt;1943-02-19;Neston;United Kingdom;Male;Imperial Cancer Research Fund;London;United Kingdom;;;;ÀŒ∆‹;2000;ÀŒ∆‹;58.0;Adult
728;2001;Medicine;The Nobel Prize in Physiology or Medicine 2001;01.03.2026;737;Individual;Sir Paul M. Nurse;1949-01-25;Norwich;United Kingdom;Male;Imperial Cancer Research Fund;London;United Kingdom;;;;ÀŒ∆‹;2000;ÀŒ∆‹;52.0;Adult
729;2001;Peace;The Nobel Peace Prize 2001;01.02.2026;748;Organization;United Nations (U.N.);;;;;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;;Senior
730;2001;Peace;The Nobel Peace Prize 2001;01.02.2026;749;Individual;Kofi Annan;1938-04-08;Kumasi;Gold Coast (Ghana);Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;63.0;Adult
731;2001;Physics;The Nobel Prize in Physics 2001;01.03.2026;738;Individual;Eric A. Cornell;1961-12-19;Palo Alto, CA;United States of America;Male;University of Colorado, JILA;Boulder, CO;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;40.0;Adult
732;2001;Physics;The Nobel Prize in Physics 2001;01.03.2026;739;Individual;Wolfgang Ketterle;1957-10-21;Heidelberg;West Germany (Germany);Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;44.0;Adult
733;2001;Physics;The Nobel Prize in Physics 2001;01.03.2026;740;Individual;Carl E. Wieman;1951-03-26;Corvallis, OR;United States of America;Male;University of Colorado, JILA;Boulder, CO;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;50.0;Adult
734;2002;Chemistry;The Nobel Prize in Chemistry 2002;01.04.2026;756;Individual;John B. Fenn;1917-06-15;New York, NY;United States of America;Male;Virginia Commonwealth University;Richmond, VA;United States of America;10.12.2010;Richmond, VA;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;85.0;Senior
735;2002;Chemistry;The Nobel Prize in Chemistry 2002;01.04.2026;757;Individual;Koichi Tanaka;1959-08-03;Toyama City;Japan;Male;Shimadzu Corp.;Kyoto;Japan;;;;ÀŒ∆‹;2000;ÀŒ∆‹;43.0;Adult
736;2002;Chemistry;The Nobel Prize in Chemistry 2002;01.02.2026;758;Individual;Kurt W?thrich;1938-10-04;Aarberg;Switzerland;Male;Eidgen?ssische Technische Hochschule (Swiss Federal Institute of Technology);Zurich;Switzerland;;;;ÀŒ∆‹;2000;ÀŒ∆‹;64.0;Adult
737;2002;Economics;The Sveriges Riksbank Prize in Economic Sciences 2002;01.02.2026;759;Individual;Daniel Kahneman;1934-03-05;Tel Aviv;British Mandate of Palestine (Israel);Male;Princeton University;Princeton, NJ;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;68.0;Senior
738;2002;Economics;The Sveriges Riksbank Prize in Economic Sciences 2002;01.02.2026;760;Individual;Vernon L. Smith;1927-01-01;Wichita, KS;United States of America;Male;George Mason University;Fairfax, VA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;75.0;Senior
739;2002;Literature;The Nobel Prize in Literature 2002;01.01.2026;761;Individual;Imre Kert?sz;1929-11-09;Budapest;Hungary;Male;;;;31.03.2016;Budapest;Hungary;ÀŒ∆‹;2000;ÀŒ∆‹;73.0;Senior
740;2002;Medicine;The Nobel Prize in Physiology or Medicine 2002;01.03.2026;750;Individual;Sydney Brenner;1927-01-13;Germiston;South Africa;Male;The Molecular Sciences Institute;Berkeley, CA;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;75.0;Senior
741;2002;Medicine;The Nobel Prize in Physiology or Medicine 2002;01.03.2026;751;Individual;H. Robert Horvitz;1947-05-08;Chicago, IL;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;55.0;Adult
742;2002;Medicine;The Nobel Prize in Physiology or Medicine 2002;01.03.2026;752;Individual;John E. Sulston;1942-03-27;Cambridge;United Kingdom;Male;The Wellcome Trust Sanger Institute;Cambridge;United Kingdom;;;;ÀŒ∆‹;2000;ÀŒ∆‹;60.0;Adult
743;2002;Peace;The Nobel Peace Prize 2002;01.01.2026;762;Individual;Jimmy Carter;1924-10-01;Plains, GA;United States of America;Male;;;;;;;»—“»Õ¿;2000;ÀŒ∆‹;78.0;Senior
744;2002;Physics;The Nobel Prize in Physics 2002;01.04.2026;753;Individual;Raymond Davis Jr.;1914-10-14;Washington, DC;United States of America;Male;University of Pennsylvania;Philadelphia, PA;United States of America;31.05.2006;Blue Point, NY;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;88.0;Senior
745;2002;Physics;The Nobel Prize in Physics 2002;01.04.2026;754;Individual;Masatoshi Koshiba;1926-09-19;Toyohashi;Japan;Male;University of Tokyo;Tokyo;Japan;;;;ÀŒ∆‹;2000;ÀŒ∆‹;76.0;Senior
746;2002;Physics;The Nobel Prize in Physics 2002;01.02.2026;755;Individual;Riccardo Giacconi;1931-10-06;Genoa;Italy;Male;Associated Universities Inc.;Washington, DC;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;71.0;Senior
747;2003;Chemistry;The Nobel Prize in Chemistry 2003;01.02.2026;769;Individual;Peter Agre;1949-01-30;Northfield, MN;United States of America;Male;Johns Hopkins University School of Medicine;Baltimore, MD;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;54.0;Adult
748;2003;Chemistry;The Nobel Prize in Chemistry 2003;01.02.2026;770;Individual;Roderick MacKinnon;1956-02-19;Burlington, MA;United States of America;Male;Rockefeller University;New York, NY;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;47.0;Adult
749;2003;Economics;The Sveriges Riksbank Prize in Economic Sciences 2003;01.02.2026;771;Individual;Robert F. Engle III;1942-11-10;Syracuse, NY;United States of America;Male;New York University;New York, NY;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;61.0;Adult
750;2003;Economics;The Sveriges Riksbank Prize in Economic Sciences 2003;01.02.2026;772;Individual;Clive W.J. Granger;1934-09-04;Swansea;United Kingdom;Male;University of California;San Diego, CA;United States of America;27.05.2009;San Diego, CA;United States of America;ÀŒ∆‹;2000;ÀŒ∆‹;69.0;Senior
751;2003;Literature;The Nobel Prize in Literature 2003;01.01.2026;763;Individual;John M. Coetzee;1940-02-09;Cape Town;South Africa;Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;63.0;Adult
752;2003;Medicine;The Nobel Prize in Physiology or Medicine 2003;01.02.2026;764;Individual;Paul C. Lauterbur;1929-05-06;Sidney, OH;United States of America;Male;University of Illinois;Urbana, IL;United States of America;27.03.2007;Urbana, IL;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;74.0;Senior
753;2003;Medicine;The Nobel Prize in Physiology or Medicine 2003;01.02.2026;765;Individual;Sir Peter Mansfield;1933-10-09;London;United Kingdom;Male;University of Nottingham, School of Physics and Astronomy;Nottingham;United Kingdom;08.02.2017;;;ÀŒ∆‹;2000;ÀŒ∆‹;70.0;Senior
754;2003;Peace;The Nobel Peace Prize 2003;01.01.2026;773;Individual;Shirin Ebadi;1947-06-21;Hamadan;Iran;Female;;;;;;;ÀŒ∆‹;2000;»—“»Õ¿;56.0;Adult
755;2003;Physics;The Nobel Prize in Physics 2003;01.03.2026;766;Individual;Alexei A. Abrikosov;1928-06-25;Moscow;Union of Soviet Socialist Republics (Russia);Male;Argonne National Laboratory;Argonne, IL;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;75.0;Senior
756;2003;Physics;The Nobel Prize in Physics 2003;01.03.2026;767;Individual;Vitaly L. Ginzburg;1916-10-04;Moscow;Russia;Male;P.N. Lebedev Physical Institute;Moscow;Russia;08.11.2009;;;ÀŒ∆‹;2000;ÀŒ∆‹;87.0;Senior
757;2003;Physics;The Nobel Prize in Physics 2003;01.03.2026;768;Individual;Anthony J. Leggett;1938-03-26;London;United Kingdom;Male;University of Illinois;Urbana, IL;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;65.0;Senior
758;2004;Chemistry;The Nobel Prize in Chemistry 2004;01.03.2026;779;Individual;Aaron Ciechanover;1947-10-01;Haifa;British Protectorate of Palestine (Israel);Male;Technion - Israel Institute of Technology;Haifa;Israel;;;;ÀŒ∆‹;2000;ÀŒ∆‹;57.0;Adult
759;2004;Chemistry;The Nobel Prize in Chemistry 2004;01.03.2026;780;Individual;Avram Hershko;1937-12-31;Karcag;Hungary;Male;Technion - Israel Institute of Technology;Haifa;Israel;;;;ÀŒ∆‹;2000;ÀŒ∆‹;67.0;Senior
760;2004;Chemistry;The Nobel Prize in Chemistry 2004;01.03.2026;781;Individual;Irwin Rose;1926-07-16;Brooklyn, NY;United States of America;Male;University of California;Irvine, CA;United States of America;03.06.2015;Deerfield, MA;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;78.0;Senior
761;2004;Economics;The Sveriges Riksbank Prize in Economic Sciences 2004;01.02.2026;786;Individual;Finn E. Kydland;1943-12-01;Gjesdal;Norway;Male;Carnegie Mellon University;Pittsburgh, PA;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;61.0;Adult
762;2004;Economics;The Sveriges Riksbank Prize in Economic Sciences 2004;01.02.2026;787;Individual;Edward C. Prescott;1940-12-26;Glens Falls, NY;United States of America;Male;Arizona State University;Tempe, AZ;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;64.0;Adult
763;2004;Literature;The Nobel Prize in Literature 2004;01.01.2026;782;Individual;Elfriede Jelinek;1946-10-20;M?rzzuschlag;Austria;Female;;;;;;;ÀŒ∆‹;2000;»—“»Õ¿;58.0;Adult
764;2004;Medicine;The Nobel Prize in Physiology or Medicine 2004;01.02.2026;774;Individual;Richard Axel;1946-07-02;New York, NY;United States of America;Male;Columbia University;New York, NY;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;58.0;Adult
765;2004;Medicine;The Nobel Prize in Physiology or Medicine 2004;01.02.2026;775;Individual;Linda B. Buck;1947-01-29;Seattle, WA;United States of America;Female;Fred Hutchinson Cancer Research Center;Seattle, WA;United States of America;;;;»—“»Õ¿;2000;»—“»Õ¿;57.0;Adult
766;2004;Peace;The Nobel Peace Prize 2004;01.01.2026;783;Individual;Wangari Muta Maathai;1940-04-01;Nyeri;Kenya;Female;;;;25.09.2011;Nairobi;Kenya;ÀŒ∆‹;2000;»—“»Õ¿;64.0;Adult
767;2004;Physics;The Nobel Prize in Physics 2004;01.03.2026;776;Individual;David J. Gross;1941-02-19;Washington, DC;United States of America;Male;University of California, Kavli Institute for Theoretical Physics;Santa Barbara, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;63.0;Adult
